name,county,ward_code,ward_name,political_party,gender
BARASA LEONARD WAFULA,BUNGOMA,1089,SOUTH BUKUSU,CHAMA MWANGAZA DAIMA,Male
BARASA MARGRET NEKESA,BUNGOMA,1115,MBAKALO,INDEPENDENT,Female
BARASA MARK WAMALWA,BUNGOMA,1086,WEST NALONDO,JUBILEE PARTY,Male
BARASA MILCAH NASWA,BUNGOMA,1118,NDALU TABANI,AMANI NATIONAL CONGRESS,Female
BARASA NOAH SIMIYU,BUNGOMA,1094,WEST BUKUSU,ORANGE DEMOCRATIC MOVEMENT,Male
BARASA ROBERT WANJALA,BUNGOMA,1117,MILIMA,NATIONAL AGENDA PARTY OF KENYA,Male
BARASA TONY KHAOYA,BUNGOMA,1084,LWANDANYI,JUBILEE PARTY,Male
BARASA WILBERFORCE WAFULA,BUNGOMA,1109,MATULO,AMANI NATIONAL CONGRESS,Male
BETHWELL FWAMBA MWAMBU,BUNGOMA,1115,MBAKALO,JUBILEE PARTY,Male
BILINDI SHADRACK WANYAMA,BUNGOMA,1109,MATULO,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
BINIKA EDWARD WASWA,BUNGOMA,1109,MATULO,UNITED DEMOCRATIC PARTY,Male
BISUCHE EDWIN MASUNGO,BUNGOMA,1120,SOYSAMBU MITUA,MAENDELEO CHAP CHAP PARTY,Male
BOI TITUS KILONGI,BUNGOMA,1103,WEST SANG'ALO,ORANGE DEMOCRATIC MOVEMENT,Male
BRITISH JOSEPH MAINGI MUREITHI,BUNGOMA,1112,KIMILILI,INDEPENDENT,Male
BUKE ABRAHAM WAFULA,BUNGOMA,1076,CHEPTAIS,ORANGE DEMOCRATIC MOVEMENT,Male
BUKHEBI BONFACE WANJALA,BUNGOMA,1118,NDALU TABANI,PEOPLES EMPOWERMENT PARTY,Male
BUSHURU STANLEY KEVIN,BUNGOMA,1104,MIHUU,PARTY OF DEMOCRATIC UNITY,Male
BUSOLO GEORGE WEKESA,BUNGOMA,1094,WEST BUKUSU,INDEPENDENT,Male
BUSURU JOSEPH MUMBWANI,BUNGOMA,1114,KAMUKUYWA,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
CHACHALIA CHRISTOPHER SOITA,BUNGOMA,1114,KAMUKUYWA,INDEPENDENT,Male
CHANANGA ELIJAH LUMBASI,BUNGOMA,1119,TONGAREN,MAENDELEO CHAP CHAP PARTY,Male
CHEBUKATIA JOHNSON SIFUNA,BUNGOMA,1103,WEST SANG'ALO,FEDERAL PARTY OF KENYA,Male
CHEKWANDA ELIUD NAMASAKA,BUNGOMA,1113,MAENI,PEOPLES EMPOWERMENT PARTY,Male
CHEMAI JOHN WARREN,BUNGOMA,1102,MARAKARU TUUTI,INDEPENDENT,Male
CHEMAKET DANIEL CHEPKIRIN,BUNGOMA,1076,CHEPTAIS,INDEPENDENT,Male
CHEMBUKHA CONCEPTAR NEKESA,BUNGOMA,1097,BUKEMBE EAST,INDEPENDENT,Female
CHEMENGU MARTIN NIMO,BUNGOMA,1076,CHEPTAIS,FEDERAL PARTY OF KENYA,Male
CHEMINING'WA AMOS KIMITIOS,BUNGOMA,1076,CHEPTAIS,MAENDELEO CHAP CHAP PARTY,Male
CHEMONGES AMOS KIPRUTO,BUNGOMA,1081,ELGON,INDEPENDENT,Male
CHEMORION CHESETO MARTIN,BUNGOMA,1076,CHEPTAIS,INDEPENDENT,Male
CHEMTAI LINET CHEMOS,BUNGOMA,1081,ELGON,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Female
CHEMUNGANI ALBERT MACHO,BUNGOMA,1087,BWAKE LUUYA,INDEPENDENT,Male
CHEPKORIA BERNARD MALING'A,BUNGOMA,1080,KAPTAMA,MAENDELEO CHAP CHAP PARTY,Male
CHEPKOROM ERICK YASSIN,BUNGOMA,1080,KAPTAMA,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
CHEPKOROM EVANS KAMAINA,BUNGOMA,1081,ELGON,SOCIAL DEMOCRATIC PARTY OF KENYA,Male
CHEPKWEGO MOSES KIBET,BUNGOMA,1080,KAPTAMA,INDEPENDENT,Male
CHEPTAI JOHN OCHEMO,BUNGOMA,1076,CHEPTAIS,AMANI NATIONAL CONGRESS,Male
CHEPTOT SOLOMON CHEMOET,BUNGOMA,1079,KAPKATENY,KENYA AFRICAN NATIONAL UNION,Male
CHESORI SADDIY NGORET,BUNGOMA,1076,CHEPTAIS,KENYA AFRICAN NATIONAL UNION,Male
DAVID OUNA AYAH,BUNGOMA,1113,MAENI,INDEPENDENT,Male
DISMAS KITUYI WANYAMA,BUNGOMA,1115,MBAKALO,PEOPLES EMPOWERMENT PARTY,Male
EDWARD OTSYULA WESONGA,BUNGOMA,1116,NAITIRI KABUYEFWE,INDEPENDENT,Male
EDWIN WANYAMA WANYONYI,BUNGOMA,1102,MARAKARU TUUTI,AMANI NATIONAL CONGRESS,Male
EJOI EZRA,BUNGOMA,1081,ELGON,CITIZENS CONVENTION PARTY,Male
EJUMATA PIUS OTORI FESTUS,BUNGOMA,1093,KIMAETI,KENYA AFRICAN NATIONAL UNION,Male
ELIMA EDWARD NALYANYA,BUNGOMA,1097,BUKEMBE EAST,JUBILEE PARTY,Male
ELISHA MAKHANU LUNANI,BUNGOMA,1115,MBAKALO,AMANI NATIONAL CONGRESS,Male
ELIUD CHANGEYWO CHEMOSIT,BUNGOMA,1079,KAPKATENY,INDEPENDENT,Male
EMMANUEL NYIKURI CHICHI,BUNGOMA,1116,NAITIRI KABUYEFWE,THE NATIONAL VISION PARTY,Male
FRANKLIN SIMOTWO KORIR,BUNGOMA,1078,CHEPYUK,AGANO PARTY,Male
FWAMBA JANET NAFULA,BUNGOMA,1102,MARAKARU TUUTI,JUBILEE PARTY,Male
HAMISI HAROUN SULEIMAN,BUNGOMA,1098,TOWNSHIP,INDEPENDENT,Male
HASSAN KHALID MUGERA,BUNGOMA,1117,MILIMA,INDEPENDENT,Male
HENRY MUYILA AINEA,BUNGOMA,1112,KIMILILI,NATIONAL AGENDA PARTY OF KENYA,Male
INGOSI ZEPHANIA WIYALA,BUNGOMA,1116,NAITIRI KABUYEFWE,ORANGE DEMOCRATIC MOVEMENT,Male
JEPCHUMBA EUNICE,BUNGOMA,1077,CHESIKAKI,UNITED DEMOCRATIC PARTY,Female
JOEL WANJALA MASIKA,BUNGOMA,1101,EAST SANG'ALO,AMANI NATIONAL CONGRESS,Male
JOHN MUSAKALI WANJALA F,BUNGOMA,1105,NDIVISI,AMANI NATIONAL CONGRESS,Male
JOSHUA BEN KIPKUT,BUNGOMA,1077,CHESIKAKI,JUBILEE PARTY,Male
JUMA GABRIEL WAFULA,BUNGOMA,1094,WEST BUKUSU,PEOPLES EMPOWERMENT PARTY,Male
JUMA JOSEPH MYONGESA,BUNGOMA,1102,MARAKARU TUUTI,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
JUMA PATRICK MANYONGE,BUNGOMA,1110,BOKOLI,MAENDELEO CHAP CHAP PARTY,Male
KAKAI JACKLINE NASIEBANDA,BUNGOMA,1097,BUKEMBE EAST,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Female
KAMWANJA JANE CHEBET,BUNGOMA,1076,CHEPTAIS,JUBILEE PARTY,Female
KASILI CONRAD,BUNGOMA,1093,KIMAETI,UNITED DEMOCRATIC PARTY,Male
KATONYONKHA MOSES JUMA,BUNGOMA,1095,SIBOTI,WIPER DEMOCRATIC MOVEMENT- KENYA,Male
KAWA JACK ZAKAYO,BUNGOMA,1110,BOKOLI,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
KHAEMBA ELIUD KISIANGANI,BUNGOMA,1103,WEST SANG'ALO,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
KHAEMBA EVANS,BUNGOMA,1101,EAST SANG'ALO,THE NATIONAL VISION PARTY,Male
KHAEMBA HENTRY NYONGESA,BUNGOMA,1090,BUMULA,JUBILEE PARTY,Male
KHAEMBA JAMES MASIKA,BUNGOMA,1109,MATULO,THE NATIONAL VISION PARTY,Male
KHAEMBA PIUS KHAUKHA,BUNGOMA,1085,KABUCHAI CHWELE,ORANGE DEMOCRATIC MOVEMENT,Male
KHAEMBA SILAS,BUNGOMA,1091,KHASOKO,UNITED DEMOCRATIC PARTY,Male
KHAMALA PAUL WASILWA,BUNGOMA,1088,MUKUYUNI,NATIONAL RAINBOW COALITION,Male
KHAMSINI EZEKIEL SAUL,BUNGOMA,1085,KABUCHAI CHWELE,KENYA AFRICAN NATIONAL UNION,Male
KHASABULLI GEORGE NYELLI,BUNGOMA,1104,MIHUU,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
KHISA ALLAN WANJALA,BUNGOMA,1096,BUKEMBE WEST,AGANO PARTY,Male
KHISA ROSEMARY NAFULA,BUNGOMA,1087,BWAKE LUUYA,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Female
KHISA TITUS NDALILA,BUNGOMA,1093,KIMAETI,INDEPENDENT,Male
KHUTEKA MAURICE MAKOKHA,BUNGOMA,1112,KIMILILI,GREEN CONGRESS OF KENYA,Male
KIBABA ALICE NANYAMA,BUNGOMA,1102,MARAKARU TUUTI,INDEPENDENT,Female
KIBET JOSHUA NELSON,BUNGOMA,1081,ELGON,UNITED DEMOCRATIC PARTY,Male
KILISWA FREDRICK NGICHABE,BUNGOMA,1114,KAMUKUYWA,INDEPENDENT,Male
KILOBI HENRY NYONGESA,BUNGOMA,1110,BOKOLI,WIPER DEMOCRATIC MOVEMENT- KENYA,Male
KILONGI SUSSY NAMALWA,BUNGOMA,1110,BOKOLI,ORANGE DEMOCRATIC MOVEMENT,Female
KILUI GEORGE ROBERT SHABAN,BUNGOMA,1084,LWANDANYI,CHAMA CHA MASHINANI,Male
KINGOO JOHN ARAP CHEBUS,BUNGOMA,1077,CHESIKAKI,INDEPENDENT,Male
KIPKWESHEK HUMPHREY KITIYO,BUNGOMA,1078,CHEPYUK,SOCIAL DEMOCRATIC PARTY OF KENYA,Male
KIPTALAM HILLARY,BUNGOMA,1081,ELGON,JUBILEE PARTY,Male
KIREGA FRED MUKAYE,BUNGOMA,1118,NDALU TABANI,UNITED DEMOCRATIC PARTY,Male
KIRIONGI RICHARD MUKUNA,BUNGOMA,1078,CHEPYUK,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
KIRONG HUSSEIN MBITO,BUNGOMA,1076,CHEPTAIS,INDEPENDENT,Male
KIRONG JOAN CHEMAYIEK,BUNGOMA,1079,KAPKATENY,JUBILEE PARTY,Female
KISACH ABEL,BUNGOMA,1080,KAPTAMA,INDEPENDENT,Male
KISAKA EUVENTINE NANYAMA,BUNGOMA,1104,MIHUU,JUBILEE PARTY,Female
KISAKA KENNEDY KISOBO,BUNGOMA,1107,MISIKHU,THE LABOUR PARTY OF KENYA,Male
KISASIA KENNETH RUTO,BUNGOMA,1080,KAPTAMA,ORANGE DEMOCRATIC MOVEMENT,Male
KISIERO PHILIP C F,BUNGOMA,1084,LWANDANYI,MAENDELEO CHAP CHAP PARTY,Male
KISIKA DISMAS OKUMU,BUNGOMA,1097,BUKEMBE EAST,KENYA AFRICAN NATIONAL UNION,Male
KISUYA MARTIN KISIANG'ANI,BUNGOMA,1087,BWAKE LUUYA,PROGRESSIVE PARTY OF KENYA,Male
KOKONYA DENNIS BLASIO,BUNGOMA,1085,KABUCHAI CHWELE,INDEPENDENT,Male
KOKORIONY WYCLIFFE KIRUI,BUNGOMA,1081,ELGON,ORANGE DEMOCRATIC MOVEMENT,Male
KONG'ANI VITALIS KUNDU,BUNGOMA,1089,SOUTH BUKUSU,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
KONGANI FRANCIS SIMIYU,BUNGOMA,1104,MIHUU,THE NATIONAL VISION PARTY,Male
KONYA MOURICE TITUS,BUNGOMA,1088,MUKUYUNI,THE NATIONAL VISION PARTY,Male
KUCHIKHI NATHAN KHISAH,BUNGOMA,1095,SIBOTI,THE NATIONAL VISION PARTY,Male
KULOBA JEREMIAH,BUNGOMA,1098,TOWNSHIP,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
KUNDU DAVID WANYAMA,BUNGOMA,1114,KAMUKUYWA,AMANI NATIONAL CONGRESS,Male
KUNDU ORIZE WANJALA,BUNGOMA,1095,SIBOTI,JUBILEE PARTY,Male
KUNIKINA JARED SIKUKU,BUNGOMA,1083,MALAKISI SOUTH KULISIRU,ORANGE DEMOCRATIC MOVEMENT,Male
KWAKA EVARLYNE MAKHANU,BUNGOMA,1114,KAMUKUYWA,NATIONAL RAINBOW COALITION,Female
KWOBA HEZRON WAFULA,BUNGOMA,1104,MIHUU,MAENDELEO CHAP CHAP PARTY,Male
LAWRENCE NATHANIEL ASENEKA ANYONGE,BUNGOMA,1118,NDALU TABANI,ORANGE DEMOCRATIC MOVEMENT,Male
LAWRENCE WANYONYI WAFULA,BUNGOMA,1106,MARAKA,UNITED DEMOCRATIC PARTY,Male
LIPESA CHETAMBE BENARD,BUNGOMA,1104,MIHUU,INDEPENDENT,Male
LOGIN REGULAS BARA,BUNGOMA,1081,ELGON,PEOPLES PARTY OF KENYA,Male
LONDO LINUS,BUNGOMA,1093,KIMAETI,ORANGE DEMOCRATIC MOVEMENT,Male
LUGALIKI LEONARD MWASIAGI,BUNGOMA,1118,NDALU TABANI,INDEPENDENT,Male
LUKORITO CONSTAND BIKETI,BUNGOMA,1085,KABUCHAI CHWELE,INDEPENDENT,Male
LUPAO CAROLYNE NANJALA,BUNGOMA,1110,BOKOLI,UNITED DEMOCRATIC PARTY,Female
LUSAKA JONATHAN NYONGESA,BUNGOMA,1101,EAST SANG'ALO,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
LUSWETI ANOLD MARCUS,BUNGOMA,1112,KIMILILI,FEDERAL PARTY OF KENYA,Male
LUSWETI JOSEPH MURULE,BUNGOMA,1097,BUKEMBE EAST,PARTY OF DEMOCRATIC UNITY,Male
LUTUKAI JOANE NAFULA,BUNGOMA,1116,NAITIRI KABUYEFWE,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Female
LUYAKA SAMUEL DISI,BUNGOMA,1117,MILIMA,ORANGE DEMOCRATIC MOVEMENT,Male
LWIKI PATRICK BARAZA,BUNGOMA,1110,BOKOLI,KENYA AFRICAN NATIONAL UNION,Male
MAALA MATHIAS WANJALA,BUNGOMA,1112,KIMILILI,INDEPENDENT,Male
MABONGA JOHN WANDIBA,BUNGOMA,1099,KHALABA,INDEPENDENT,Male
MAGUDAH JOSEPH OKHABA,BUNGOMA,1098,TOWNSHIP,ORANGE DEMOCRATIC MOVEMENT,Male
MAINA BONIFACE WAFULA,BUNGOMA,1095,SIBOTI,CHAMA MWANGAZA DAIMA,Male
MAINDI GENTRIX NALIAKA,BUNGOMA,1086,WEST NALONDO,INDEPENDENT,Female
MAKANGA DAVID MURICHO,BUNGOMA,1115,MBAKALO,ORANGE DEMOCRATIC MOVEMENT,Male
MAKARI GEORGE WASIKE,BUNGOMA,1100,MUSIKOMA,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
MAKHAKARA JESSE WAFULA,BUNGOMA,1117,MILIMA,INDEPENDENT,Male
MAKHANDIA BENJAMIN WAKHUNGU,BUNGOMA,1091,KHASOKO,AMANI NATIONAL CONGRESS,Male
MAKHANDIAS EDWARD OUMAH,BUNGOMA,1091,KHASOKO,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
MAKHANU CORNELIUS WANJALA,BUNGOMA,1099,KHALABA,AMANI NATIONAL CONGRESS,Male
MAKHANU JOSEPHAT NAMASWA,BUNGOMA,1079,KAPKATENY,FARMERS PARTY,Male
MAKHANU VIOLET NAMAEMBA,BUNGOMA,1104,MIHUU,ORANGE DEMOCRATIC MOVEMENT,Female
MAKOKHA ANTONY JUMA,BUNGOMA,1118,NDALU TABANI,INDEPENDENT,Male
MAKOKHA CRISANDOS WANAMBISI,BUNGOMA,1077,CHESIKAKI,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
MAKOKHA DOUGLAS WANJALA,BUNGOMA,1086,WEST NALONDO,CHAMA CHA MASHINANI,Male
MAKOKHA FREDRICK WAFULA MUYEKHO,BUNGOMA,1104,MIHUU,UNITED DEMOCRATIC PARTY,Male
MAKOKHA HUMPHREY WAMALWA,BUNGOMA,1111,KIBINGEI,INDEPENDENT,Male
MAKOKHA JUSTUS KIBABA,BUNGOMA,1111,KIBINGEI,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
MAKOKHA LUKE LUNANI,BUNGOMA,1116,NAITIRI KABUYEFWE,INDEPENDENT,Male
MAKOKHA STEPHEN M,BUNGOMA,1115,MBAKALO,INDEPENDENT,Male
MAKOKHA VINCENT TENGEYE,BUNGOMA,1111,KIBINGEI,ORANGE DEMOCRATIC MOVEMENT,Male
MALABA ELIAS WANJALA,BUNGOMA,1093,KIMAETI,THE LABOUR PARTY OF KENYA,Male
MALABA FADDY SUNGUTI,BUNGOMA,1092,KABULA,INDEPENDENT,Male
MALIEKHE ALEX WAFUBWA,BUNGOMA,1112,KIMILILI,ORANGE DEMOCRATIC MOVEMENT,Male
MANASSEH ELLY TINDI,BUNGOMA,1119,TONGAREN,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Female
MANGULA ATHANAS BARASA,BUNGOMA,1092,KABULA,UNITED DEMOCRATIC PARTY,Male
MARTIN KISUYA MISIKO,BUNGOMA,1085,KABUCHAI CHWELE,INDEPENDENT,Male
MARUTI EVANASKAS BENARD MAKOKHA,BUNGOMA,1090,BUMULA,AGANO PARTY,Male
MARY OKIYA NAMULISA,BUNGOMA,1120,SOYSAMBU MITUA,AMANI NATIONAL CONGRESS,Female
MASAFU PETER KOLIA,BUNGOMA,1076,CHEPTAIS,INDEPENDENT,Male
MASAI FRANCIS CHEMION,BUNGOMA,1080,KAPTAMA,JUBILEE PARTY,Male
MASALANGE SYMON SIMIYU,BUNGOMA,1086,WEST NALONDO,UNITED DEMOCRATIC PARTY,Male
MASIBO JACOB MULONGO,BUNGOMA,1088,MUKUYUNI,ORANGE DEMOCRATIC MOVEMENT,Male
MASIKA EVANS MASINDE,BUNGOMA,1110,BOKOLI,PROGRESSIVE PARTY OF KENYA,Male
MASIKA GEOFFREY NYUNGU,BUNGOMA,1079,KAPKATENY,INDEPENDENT,Male
MASINDE ARON SIMIYU,BUNGOMA,1107,MISIKHU,AGANO PARTY,Male
MASINDE CHRISPINUS,BUNGOMA,1113,MAENI,JUBILEE PARTY,Male
MASINDE FRED WAKOLI,BUNGOMA,1084,LWANDANYI,INDEPENDENT,Male
MASINDE JOSHUA EVANS,BUNGOMA,1082,NAMWELA,CHAMA CHA MASHINANI,Male
MASINDE JOSHUA MAKHETI,BUNGOMA,1082,NAMWELA,ORANGE DEMOCRATIC MOVEMENT,Male
MASUNGO MILIAH NANYOKA,BUNGOMA,1107,MISIKHU,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Female
MATAKALA FERDINAND,BUNGOMA,1095,SIBOTI,MAENDELEO DEMOCRATIC PARTY,Male
MATANDA BETTY NANJALA,BUNGOMA,1105,NDIVISI,UNITED DEMOCRATIC PARTY,Female
MATUMBAI KENNEDY WANYONYI,BUNGOMA,1118,NDALU TABANI,JUBILEE PARTY,Male
MAUKO PETER SIMIYU,BUNGOMA,1105,NDIVISI,INDEPENDENT,Male
MBINGA JUSTUS BARASA,BUNGOMA,1100,MUSIKOMA,AMANI NATIONAL CONGRESS,Male
MBULE IBRAHIM SALIM,BUNGOMA,1113,MAENI,INDEPENDENT,Male
MIKISI TIMOTHY WAFULA,BUNGOMA,1119,TONGAREN,AMANI NATIONAL CONGRESS,Male
MIRUNI SOLOMON WANYAMA,BUNGOMA,1088,MUKUYUNI,AMANI NATIONAL CONGRESS,Male
MISIKO EVANS WAMBASI,BUNGOMA,1087,BWAKE LUUYA,INDEPENDENT,Male
MOLI SAMWEL WAMALWA,BUNGOMA,1118,NDALU TABANI,INDEPENDENT,Male
MOSES NAIBEI KIPROTICH,BUNGOMA,1081,ELGON,INDEPENDENT,Male
MOSES OKANYA BWIRE,BUNGOMA,1113,MAENI,THE LABOUR PARTY OF KENYA,Male
MOSES WASWA WEKESA,BUNGOMA,1115,MBAKALO,INDEPENDENT,Male
MUCHANGA PROTUS WANJALA,BUNGOMA,1113,MAENI,UNITED DEMOCRATIC PARTY,Male
MUCHIMUTI JOSEPH WEKESA,BUNGOMA,1107,MISIKHU,INDEPENDENT,Male
MUCHUMA HUMPHREY WANGILA,BUNGOMA,1085,KABUCHAI CHWELE,CHAMA CHA MASHINANI,Male
MUDANYA JAMES ENZORI,BUNGOMA,1097,BUKEMBE EAST,NATIONAL AGENDA PARTY OF KENYA,Male
MUKANDA HAMISI BASHIR,BUNGOMA,1112,KIMILILI,INDEPENDENT,Male
MUKENDA BENSON SIMIYU,BUNGOMA,1079,KAPKATENY,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
MUKHONGO JAMES BARASA,BUNGOMA,1085,KABUCHAI CHWELE,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
MUKHWANA JOHN SIMIYU,BUNGOMA,1119,TONGAREN,UNITED DEMOCRATIC PARTY,Male
MUKHWANA PETER BARASA,BUNGOMA,1117,MILIMA,MAENDELEO DEMOCRATIC PARTY,Male
MUKHWANA ZEDDY GODFREY WANYAMA,BUNGOMA,1103,WEST SANG'ALO,INDEPENDENT,Male
MUKINISU JOHN SIMIYU,BUNGOMA,1093,KIMAETI,FEDERAL PARTY OF KENYA,Male
MUKUBUYI PATRICK WAFULA,BUNGOMA,1115,MBAKALO,INDEPENDENT,Male
MUKUI KEVIN,BUNGOMA,1088,MUKUYUNI,INDEPENDENT,Male
MUKULE BENARD MUCHENJE,BUNGOMA,1090,BUMULA,ORANGE DEMOCRATIC MOVEMENT,Male
MUKUYUNI PETER SIMIYU,BUNGOMA,1118,NDALU TABANI,INDEPENDENT,Male
MUKWANGWACHI WYCLIFFE WANYONYI,BUNGOMA,1118,NDALU TABANI,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
MULAA EDWIN CHEPKATI,BUNGOMA,1100,MUSIKOMA,THE NATIONAL VISION PARTY,Male
MULAGO STEVENS MUSEE,BUNGOMA,1120,SOYSAMBU MITUA,JUBILEE PARTY,Male
MULUNDA GEORGE KASAWA,BUNGOMA,1097,BUKEMBE EAST,UNITED DEMOCRATIC PARTY,Male
MULUPI CONSTANTINE BARASA,BUNGOMA,1101,EAST SANG'ALO,INDEPENDENT,Male
MUMIA VINCET WAFULA,BUNGOMA,1119,TONGAREN,JUBILEE PARTY,Male
MUNIAFU WILLIAM BEKA,BUNGOMA,1105,NDIVISI,INDEPENDENT,Male
MUNIALO HAGAI WANJALA,BUNGOMA,1119,TONGAREN,FEDERAL PARTY OF KENYA,Male
MUNIALO SAMMY BARASA,BUNGOMA,1115,MBAKALO,KENYA AFRICAN NATIONAL UNION,Male
MUNIKA JAPHETH MUSAMALI,BUNGOMA,1086,WEST NALONDO,INDEPENDENT,Male
MUNYAKHO KEVIN WANAMBISI,BUNGOMA,1111,KIBINGEI,THE LABOUR PARTY OF KENYA,Male
MURAI GEOFFREY OFWELA,BUNGOMA,1103,WEST SANG'ALO,MOVEMENT FOR DEMOCRACY AND GROWTH,Male
MURAMARA CHARLES BARASA,BUNGOMA,1088,MUKUYUNI,JUBILEE PARTY,Male
MURAYA EVANS MANDILA,BUNGOMA,1082,NAMWELA,JUBILEE PARTY,Male
MURICHO NICHOLAS NYUNGU,BUNGOMA,1079,KAPKATENY,MAENDELEO CHAP CHAP PARTY,Male
MURUNGA HILLARY SITUMA,BUNGOMA,1109,MATULO,INDEPENDENT,Male
MUSABI WILFRED SIMIYU,BUNGOMA,1093,KIMAETI,THE NATIONAL VISION PARTY,Male
MUSAMALI WILFRED NK,BUNGOMA,1076,CHEPTAIS,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Female
MUSANI DOUGLAS NYONGESA,BUNGOMA,1087,BWAKE LUUYA,THE LABOUR PARTY OF KENYA,Male
MUSIKONGO ELIUD TENGE ZEPHANIA,BUNGOMA,1094,WEST BUKUSU,JUBILEE PARTY,Male
MUSUNGU DICKSON NABUTOLA,BUNGOMA,1113,MAENI,AMANI NATIONAL CONGRESS,Male
MUSUNGU MARTIN WASIKE,BUNGOMA,1110,BOKOLI,THE NATIONAL VISION PARTY,Male
MUSUNGU SAMWEL SABWAMI,BUNGOMA,1118,NDALU TABANI,FEDERAL PARTY OF KENYA,Male
MUSUNGU TOM JUMA,BUNGOMA,1092,KABULA,INDEPENDENT,Male
MUSUYA JOHN KOKONYA,BUNGOMA,1115,MBAKALO,INDEPENDENT,Male
MUTAI AUGUSTINE CHEPKECH,BUNGOMA,1080,KAPTAMA,INDEPENDENT,Male
MUTOKA ALI MACHANI,BUNGOMA,1106,MARAKA,ORANGE DEMOCRATIC MOVEMENT,Male
MUTONYI ROBERT JUMA,BUNGOMA,1119,TONGAREN,KENYA AFRICAN NATIONAL UNION,Male
MUTORO BERICK WANJALA,BUNGOMA,1085,KABUCHAI CHWELE,JUBILEE PARTY,Male
MUTORO JUDITH NAFULA,BUNGOMA,1084,LWANDANYI,INDEPENDENT,Female
MUTORO KEN SITATI,BUNGOMA,1105,NDIVISI,INDEPENDENT,Male
MUYELELE DANIEL MAKECHO NDALILA,BUNGOMA,1084,LWANDANYI,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
MUYUNDO NOAH SINDANI,BUNGOMA,1108,SITIKHO,INDEPENDENT,Male
MWANGALE DAVID WANJALA,BUNGOMA,1100,MUSIKOMA,MOVEMENT FOR DEMOCRACY AND GROWTH,Male
MWANGALE MAKHAPILA J E,BUNGOMA,1112,KIMILILI,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
MWEMBE ROBERT WEKESA,BUNGOMA,1107,MISIKHU,JUBILEE PARTY,Male
NABANGI FREDRICK JUMA,BUNGOMA,1093,KIMAETI,JUBILEE PARTY,Male
NABIBIA RICHARD KWOBA,BUNGOMA,1119,TONGAREN,INDEPENDENT,Male
NABISWA BONFACE WAMALWA,BUNGOMA,1097,BUKEMBE EAST,AMANI NATIONAL CONGRESS,Male
NABOELELA EVERLYNE MUTIEMBU,BUNGOMA,1083,MALAKISI SOUTH KULISIRU,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Female
NAIBEI TITUS OLINYO,BUNGOMA,1078,CHEPYUK,INDEPENDENT,Male
NAKHURENYA ERIC,BUNGOMA,1088,MUKUYUNI,INDEPENDENT,Male
NAKITARE MUNANDA JOSEPH,BUNGOMA,1105,NDIVISI,ORANGE DEMOCRATIC MOVEMENT,Male
NALIMAE JOSEPH TARACHA,BUNGOMA,1117,MILIMA,THE LABOUR PARTY OF KENYA,Male
NALYANYA CATHERINE SAMINI,BUNGOMA,1105,NDIVISI,INDEPENDENT,Female
NAMASWA MARY NAMAEMBA,BUNGOMA,1111,KIBINGEI,JUBILEE PARTY,Female
NAMAYENGO DOUGLAS,BUNGOMA,1081,ELGON,THE NATIONAL VISION PARTY,Male
NAMBASI GIDEON WANYONYI,BUNGOMA,1103,WEST SANG'ALO,PARTY OF DEMOCRATIC UNITY,Male
NAMIANYA MAURICE MUKANGA,BUNGOMA,1091,KHASOKO,INDEPENDENT,Male
NAMUKHALAKI BONIFACE MCHELE,BUNGOMA,1093,KIMAETI,INDEPENDENT,Male
NAMUNYU ANTHONY LUSENAKA,BUNGOMA,1096,BUKEMBE WEST,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
NANDWOLI FERDINAND W NYONGESA,BUNGOMA,1092,KABULA,AGANO PARTY,Male
